file_id,file_name,file_type,source_module,linked_entity_type,linked_entity_id,extraction_confidence,contains_error,uploaded_by,uploaded_at,storage_path
FILE-0134,exp_log_EXP-0024.log,log,experiment_runner,Experiment,EXP-0024,0.93,False,P-0008,2026-07-07T03:45:46,minio://synthetic-dais/raw/experiment_logs/EXP-0024.log
FILE-0135,exp_log_EXP-0025.log,log,experiment_runner,Experiment,EXP-0025,0.85,False,P-0013,2026-07-29T22:53:45,minio://synthetic-dais/raw/experiment_logs/EXP-0025.log
FILE-0136,exp_log_EXP-0026.log,log,experiment_runner,Experiment,EXP-0026,0.83,False,P-0015,2026-05-14T23:25:12,minio://synthetic-dais/raw/experiment_logs/EXP-0026.log
FILE-0137,exp_log_EXP-0027.log,log,experiment_runner,Experiment,EXP-0027,0.97,False,P-0007,2026-06-13T19:30:50,minio://synthetic-dais/raw/experiment_logs/EXP-0027.log
FILE-0138,exp_log_EXP-0028.log,log,experiment_runner,Experiment,EXP-0028,0.92,True,P-0009,2026-03-09T11:37:17,minio://synthetic-dais/raw/experiment_logs/EXP-0028.log
FILE-0139,exp_log_EXP-0029.log,log,experiment_runner,Experiment,EXP-0029,0.81,False,P-0020,2026-04-07T16:10:51,minio://synthetic-dais/raw/experiment_logs/EXP-0029.log
FILE-0140,exp_log_EXP-0030.log,log,experiment_runner,Experiment,EXP-0030,0.95,False,P-0010,2026-03-01T08:00:00,minio://synthetic-dais/raw/experiment_logs/EXP-0030.log
FILE-0141,exp_log_EXP-0031.log,log,experiment_runner,Experiment,EXP-0031,0.89,False,P-0022,2026-03-01T08:00:00,minio://synthetic-dais/raw/experiment_logs/EXP-0031.log
FILE-0142,exp_log_EXP-0032.log,log,experiment_runner,Experiment,EXP-0032,0.98,False,P-0011,2026-03-01T08:00:00,minio://synthetic-dais/raw/experiment_logs/EXP-0032.log
FILE-0143,exp_log_EXP-0033.log,log,experiment_runner,Experiment,EXP-0033,0.91,False,P-0015,2026-05-16T21:10:44,minio://synthetic-dais/raw/experiment_logs/EXP-0033.log
FILE-0144,exp_log_EXP-0034.log,log,experiment_runner,Experiment,EXP-0034,0.87,True,P-0020,2026-03-23T00:28:20,minio://synthetic-dais/raw/experiment_logs/EXP-0034.log
FILE-0145,exp_log_EXP-0035.log,log,experiment_runner,Experiment,EXP-0035,0.89,False,P-0011,2026-03-01T08:00:00,minio://synthetic-dais/raw/experiment_logs/EXP-0035.log
FILE-0146,exp_log_EXP-0036.log,log,experiment_runner,Experiment,EXP-0036,0.88,True,P-0020,2026-03-04T04:35:39,minio://synthetic-dais/raw/experiment_logs/EXP-0036.log
FILE-0147,exp_log_EXP-0037.log,log,experiment_runner,Experiment,EXP-0037,0.85,False,P-0009,2026-03-01T08:00:00,minio://synthetic-dais/raw/experiment_logs/EXP-0037.log
FILE-0148,exp_log_EXP-0038.log,log,experiment_runner,Experiment,EXP-0038,0.93,False,P-0023,2026-03-01T08:00:00,minio://synthetic-dais/raw/experiment_logs/EXP-0038.log
FILE-0149,exp_log_EXP-0039.log,log,experiment_runner,Experiment,EXP-0039,0.99,False,P-0006,2026-07-21T07:45:09,minio://synthetic-dais/raw/experiment_logs/EXP-0039.log
FILE-0150,exp_log_EXP-0040.log,log,experiment_runner,Experiment,EXP-0040,0.96,False,P-0009,2026-08-01T22:51:07,minio://synthetic-dais/raw/experiment_logs/EXP-0040.log
FILE-0151,train_log_MDL-0001.jsonl,jsonl,model_trainer,ModelAsset,MDL-0001,0.9,False,P-0025,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0001.jsonl
FILE-0152,train_log_MDL-0002.jsonl,jsonl,model_trainer,ModelAsset,MDL-0002,0.85,False,P-0012,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0002.jsonl
FILE-0153,train_log_MDL-0003.jsonl,jsonl,model_trainer,ModelAsset,MDL-0003,0.87,False,P-0005,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0003.jsonl
FILE-0154,train_log_MDL-0004.jsonl,jsonl,model_trainer,ModelAsset,MDL-0004,0.87,True,P-0019,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0004.jsonl
FILE-0155,train_log_MDL-0005.jsonl,jsonl,model_trainer,ModelAsset,MDL-0005,0.97,False,P-0008,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0005.jsonl
FILE-0156,train_log_MDL-0006.jsonl,jsonl,model_trainer,ModelAsset,MDL-0006,0.9,False,P-0005,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0006.jsonl
FILE-0157,train_log_MDL-0007.jsonl,jsonl,model_trainer,ModelAsset,MDL-0007,0.89,False,P-0017,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0007.jsonl
FILE-0158,train_log_MDL-0008.jsonl,jsonl,model_trainer,ModelAsset,MDL-0008,0.94,False,P-0015,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0008.jsonl
FILE-0159,train_log_MDL-0009.jsonl,jsonl,model_trainer,ModelAsset,MDL-0009,0.86,False,P-0013,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0009.jsonl
FILE-0160,train_log_MDL-0010.jsonl,jsonl,model_trainer,ModelAsset,MDL-0010,0.92,False,P-0006,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0010.jsonl
FILE-0161,train_log_MDL-0011.jsonl,jsonl,model_trainer,ModelAsset,MDL-0011,0.92,False,P-0009,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0011.jsonl
FILE-0162,train_log_MDL-0012.jsonl,jsonl,model_trainer,ModelAsset,MDL-0012,0.96,False,P-0009,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0012.jsonl
FILE-0163,train_log_MDL-0013.jsonl,jsonl,model_trainer,ModelAsset,MDL-0013,0.93,True,P-0014,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0013.jsonl
FILE-0164,train_log_MDL-0014.jsonl,jsonl,model_trainer,ModelAsset,MDL-0014,0.97,False,P-0013,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0014.jsonl
FILE-0165,train_log_MDL-0015.jsonl,jsonl,model_trainer,ModelAsset,MDL-0015,0.89,False,P-0015,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0015.jsonl
FILE-0166,train_log_MDL-0016.jsonl,jsonl,model_trainer,ModelAsset,MDL-0016,0.86,False,P-0025,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0016.jsonl
FILE-0167,train_log_MDL-0017.jsonl,jsonl,model_trainer,ModelAsset,MDL-0017,0.9,False,P-0008,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0017.jsonl
FILE-0168,train_log_MDL-0018.jsonl,jsonl,model_trainer,ModelAsset,MDL-0018,0.85,False,P-0022,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0018.jsonl
FILE-0169,train_log_MDL-0019.jsonl,jsonl,model_trainer,ModelAsset,MDL-0019,0.89,False,P-0020,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0019.jsonl
FILE-0170,train_log_MDL-0020.jsonl,jsonl,model_trainer,ModelAsset,MDL-0020,0.91,False,P-0009,2026-04-15T10:00:00,minio://synthetic-dais/raw/training_logs/MDL-0020.jsonl
FILE-0171,meeting_note_2026_01.md,md,meeting_notes,Project,PJ-0003,0.75,False,P-0002,2026-03-07T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_01.md
FILE-0172,meeting_note_2026_02.md,md,meeting_notes,Project,PJ-0002,0.73,False,P-0002,2026-03-26T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_02.md
FILE-0173,meeting_note_2026_03.md,md,meeting_notes,Project,PJ-0003,0.88,False,P-0002,2026-03-04T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_03.md
FILE-0174,meeting_note_2026_04.md,md,meeting_notes,Project,PJ-0005,0.81,False,P-0002,2026-04-12T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_04.md
FILE-0175,meeting_note_2026_05.md,md,meeting_notes,Project,PJ-0008,0.87,False,P-0002,2026-03-27T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_05.md
FILE-0176,meeting_note_2026_06.md,md,meeting_notes,Project,PJ-0006,0.65,False,P-0002,2026-05-17T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_06.md
FILE-0177,meeting_note_2026_07.md,md,meeting_notes,Project,PJ-0002,0.67,False,P-0002,2026-04-01T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_07.md
FILE-0178,meeting_note_2026_08.md,md,meeting_notes,Project,PJ-0004,0.69,False,P-0002,2026-05-05T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_08.md
FILE-0179,meeting_note_2026_09.md,md,meeting_notes,Project,PJ-0002,0.73,False,P-0002,2026-03-05T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_09.md
FILE-0180,meeting_note_2026_10.md,md,meeting_notes,Project,PJ-0001,0.83,False,P-0002,2026-03-03T15:00:00,minio://synthetic-dais/raw/meeting_notes/meeting_note_2026_10.md
